SiO2,Al2O3,Fe2O3tot,CaO,Total,Ti,Rb,Nb,La,Ce,Sm,Yb,LaN,CeN,SmN,YbN,La/Nb,Rb/Sm,Nb/La,Nb/Yb,Nb/Rb,La/Sm,La/Yb,(La/Yb)N,Sm/Yb,(Sm/Yb)N,SiO2(LOI free),TiO2(LOI free),Al2O3(LOI free),Fe2O3(LOI free),MgO(LOI free),CaO(LOI free),Na2O(LOI free),Label,Id
50.9,17.5,7.62,11.1,100.23,8033.0,34.0,6.0,7.0,16.0,2.9,1.93,23.2,19.9,14.9,9.2,1.3,11.69,0.76,2.85,0.16,2.5,3.7,2.5,1.5,1.61,51.6,1.36,17.74,7.72,6.12,11.25,3.22,1,255
51.8,18.5,8.62,9.03,100.14,6714.0,47.0,17.0,34.0,79.0,5.9,1.75,110.6,97.2,30.2,8.4,2.1,7.96,0.48,9.49,0.35,5.8,19.6,13.2,3.36,3.6,52.58,1.14,18.78,8.75,4.02,9.17,3.1,1,730
54.4,18.2,8.81,8.37,101.34,5132.0,18.0,7.0,15.0,31.0,3.5,2.18,48.3,37.9,18.2,10.4,2.2,5.11,0.45,3.06,0.37,4.2,6.9,4.6,1.62,1.74,54.56,0.86,18.25,8.84,4.39,8.39,3.42,0,306
51.9,16.45,7.98,7.47,98.96,5695.0,44.0,23.0,75.0,128.0,13.1,3.0,241.9,158.4,67.2,14.4,3.2,3.36,0.31,7.7,0.53,5.7,25.0,16.9,4.37,4.68,54.13,0.99,17.16,8.32,4.69,7.79,3.8,2,275
61.43,15.49,4.02,4.11,98.78,3606.0,103.0,13.0,40.0,71.0,4.7,1.39,128.4,87.7,24.1,6.7,3.0,21.9,0.33,9.49,0.13,8.5,28.6,19.3,3.4,3.6,64.12,0.63,16.17,4.2,2.39,4.29,3.82,0,2284
53.04,16.29,10.77,5.3,99.37,3957.0,1.0,3.0,10.0,18.0,1.6,1.9,30.9,21.9,7.9,9.1,3.4,0.5,0.3,1.49,3.58,6.2,5.0,3.4,0.8,0.9,55.57,0.69,17.07,11.28,4.07,5.55,4.94,1,2580
73.97,14.11,1.51,0.53,99.56,180.0,129.0,6.0,8.0,17.0,2.0,1.38,25.2,20.5,10.2,6.6,1.3,64.6,0.77,4.35,0.05,3.9,5.7,3.8,1.4,1.5,74.63,0.03,14.23,1.52,0.07,0.53,4.36,1,1587
62.8,15.7,5.1,3.8,99.34,3477.0,156.0,18.0,32.0,59.0,4.5,1.5,103.2,73.0,23.1,7.2,1.8,34.7,0.56,12.0,0.12,7.1,21.3,14.4,3.0,3.2,63.32,0.58,15.83,5.14,1.95,3.83,3.43,1,2510
69.94,14.57,5.47,2.05,102.61,2578.0,39.0,18.0,23.0,33.0,3.2,2.69,74.8,40.9,16.2,12.9,1.3,12.3,0.77,6.63,0.46,7.3,8.6,5.8,1.2,1.3,68.47,0.42,14.26,5.36,1.38,2.01,3.11,1,2096
70.14,15.41,2.2,2.61,99.77,1619.0,120.0,10.0,31.0,51.0,3.0,1.0,100.0,63.1,15.4,4.8,3.1,40.0,0.32,10.0,0.08,10.3,31.0,20.9,3.0,3.2,70.53,0.27,15.5,2.21,0.93,2.62,4.11,0,2047
63.67,15.86,5.52,4.69,100.5,3117.0,90.0,5.0,23.0,42.0,3.2,1.7,73.3,52.1,16.3,8.1,4.3,28.4,0.23,3.14,0.06,7.2,13.4,9.0,1.9,2.0,64.53,0.53,16.08,5.59,2.31,4.75,3.28,0,2179
57.51,17.2,8.34,6.87,100.09,3957.0,31.0,3.0,8.0,18.0,2.6,1.85,25.2,22.5,13.5,8.9,2.7,11.8,0.37,1.54,0.09,3.0,4.2,2.8,1.4,1.5,58.16,0.67,17.39,8.43,3.34,6.95,3.57,0,1504
65.78,18.24,0.62,3.4,99.06,5276.0,81.0,0.0,6.0,17.0,2.4,1.8,19.8,20.7,12.3,8.6,14.0,33.7,0.07,0.24,0.01,2.6,3.4,2.3,1.3,1.4,67.44,0.9,18.7,0.64,0.23,3.49,5.01,1,2635
50.65,18.22,8.63,10.17,101.55,4796.0,16.0,6.0,8.0,17.0,2.6,1.45,26.8,21.0,13.5,6.9,1.4,6.06,0.72,4.14,0.38,3.1,5.7,3.9,1.82,1.95,51.96,0.82,18.69,8.85,5.21,10.43,2.6,1,583
46.07,14.55,10.17,11.61,100.62,9112.4,44.0,27.0,53.0,103.0,6.8,2.09,171.9,127.1,34.9,10.0,2.0,6.49,0.51,13.01,0.62,7.83,25.5,17.19,3.26,3.49,46.01,1.52,14.53,10.16,9.78,11.6,3.62,2,2672
51.0,22.1,4.37,12.6,100.04,4256.0,9.0,3.0,5.0,11.0,1.6,1.06,16.8,13.0,8.0,5.1,2.1,5.45,0.48,2.36,0.29,3.3,4.9,3.3,1.47,1.58,51.54,0.72,22.33,4.42,4.27,12.73,3.55,1,254
74.52,14.16,0.74,3.13,99.27,1978.0,2.0,5.0,8.0,12.0,2.6,3.0,25.8,14.2,13.3,14.4,1.6,0.7,0.63,1.67,2.78,3.1,2.7,1.8,0.9,0.9,75.07,0.33,14.26,0.75,0.53,3.15,5.66,0,2121
53.11,16.88,7.32,6.48,100.61,4796.0,138.0,8.0,35.0,56.0,4.2,3.06,112.5,69.8,21.6,14.6,4.4,32.7,0.23,2.61,0.06,8.3,11.4,7.7,1.4,1.5,55.2,0.83,17.54,7.61,2.05,6.74,3.94,1,2903
53.84,18.78,7.39,9.73,100.81,5036.0,32.0,8.0,16.0,34.0,3.5,1.77,50.3,42.6,18.2,8.5,2.0,8.9,0.49,4.34,0.24,4.4,8.8,5.9,2.0,2.1,54.0,0.84,18.84,7.41,4.69,9.76,3.15,0,1231
47.33,16.16,13.42,9.39,101.25,15467.0,30.0,17.0,16.0,34.0,4.8,2.07,50.7,42.2,24.6,9.9,0.9,6.2,1.09,8.31,0.58,3.3,7.6,5.1,2.3,2.5,47.33,2.58,16.16,13.42,5.62,9.39,3.14,1,2763
40.93,13.15,14.27,9.95,99.4,14208.0,13.0,95.0,88.0,179.0,11.4,1.36,283.5,221.0,58.6,6.5,0.9,1.13,1.08,70.0,7.38,7.7,64.63,43.57,8.4,9.0,41.43,2.4,13.31,14.44,8.95,10.07,5.99,2,1430
52.0,17.3,6.03,11.3,100.08,2278.0,1.0,2.0,1.0,4.0,1.1,0.74,4.2,4.5,5.5,3.5,0.8,0.5,1.23,2.16,3.2,1.2,1.8,1.2,1.4,1.5,52.28,0.38,17.39,6.06,8.69,11.36,3.61,1,2684
64.37,16.32,3.14,4.28,98.67,2818.0,82.0,4.0,20.0,35.0,2.5,0.98,64.8,43.1,12.9,4.7,4.7,32.7,0.21,4.39,0.05,8.0,20.5,13.8,2.6,2.7,66.04,0.48,16.74,3.22,2.31,4.39,3.79,0,1536
62.02,16.11,3.03,3.61,99.86,2938.0,62.0,7.0,35.0,59.0,3.7,0.7,111.9,72.8,19.0,3.3,5.0,16.8,0.2,10.0,0.11,9.4,49.6,33.4,5.3,5.7,65.47,0.52,17.01,3.2,1.83,3.81,4.87,0,1396
55.73,18.59,7.39,8.05,99.62,5875.0,71.0,13.0,30.0,57.0,5.7,2.7,96.8,69.9,29.2,12.9,2.3,12.39,0.43,4.81,0.18,5.3,11.1,7.5,2.11,2.26,55.94,0.98,18.66,7.42,2.56,8.08,3.25,1,70
58.01,15.91,5.77,6.01,100.08,3897.0,49.0,12.0,40.0,67.0,3.8,1.2,129.7,83.2,19.5,5.7,3.4,12.9,0.3,10.0,0.24,10.6,33.5,22.6,3.2,3.4,60.17,0.67,16.5,5.98,3.94,6.23,3.65,0,1846
62.07,15.8,5.33,4.79,98.88,3477.0,88.0,8.0,32.0,56.0,3.9,1.73,104.2,69.9,20.1,8.3,4.2,22.6,0.24,4.4,0.09,8.3,18.7,12.6,2.26,2.42,63.34,0.59,16.12,5.44,2.74,4.89,4.02,0,328
61.36,16.03,4.71,3.76,100.05,5275.6,143.0,67.0,93.0,130.0,7.1,1.09,301.3,160.6,36.4,5.2,1.4,20.11,0.71,61.1,0.47,13.17,85.69,57.77,6.5,6.97,62.1,0.89,16.22,4.77,2.25,3.81,4.79,2,1853
70.96,16.06,4.6,0.29,102.14,2578.0,114.0,9.0,20.0,34.0,1.4,0.2,64.5,42.1,7.2,1.0,2.2,81.4,0.46,45.5,0.08,14.3,100.0,67.4,7.0,7.5,72.06,0.44,16.31,4.67,0.55,0.29,2.17,0,1606
63.9,16.4,1.88,5.55,98.79,6355.0,15.0,24.0,39.0,70.0,5.1,3.7,125.5,86.0,26.2,17.7,1.6,2.96,0.62,6.49,1.59,7.6,10.5,7.1,1.38,1.48,65.17,1.08,16.73,1.92,1.49,5.66,7.04,1,459
45.95,14.36,9.62,8.57,99.59,12050.0,36.0,46.0,37.0,79.0,6.7,1.1,119.4,97.6,34.4,5.3,0.8,5.37,1.23,41.36,1.26,5.5,33.6,22.7,6.09,6.53,49.58,2.17,15.5,10.38,6.31,9.25,2.84,1,769
62.38,16.83,5.28,4.88,99.73,3297.0,46.0,6.0,19.0,34.0,3.5,2.07,61.3,41.7,17.8,9.9,3.3,13.23,0.31,2.82,0.13,5.5,9.2,6.2,1.68,1.8,63.21,0.56,17.06,5.35,2.33,4.95,5.34,0,285
70.81,13.93,2.89,4.84,99.91,2476.0,39.0,4.0,36.0,44.0,2.4,0.14,116.8,54.8,12.1,0.7,9.1,16.6,0.11,28.57,0.1,15.4,258.6,174.3,16.79,17.99,71.23,0.42,14.01,2.91,1.14,4.87,3.5,0,810
52.6,15.8,8.2,8.61,99.75,7913.0,72.0,31.0,62.0,116.0,7.4,1.9,200.0,143.6,37.9,9.1,2.0,9.7,0.5,16.32,0.43,8.4,32.6,22.0,3.9,4.2,52.82,1.33,15.87,8.23,5.4,8.65,4.32,2,1284
71.9,15.39,1.3,2.42,99.46,899.0,54.0,5.0,8.0,15.0,1.2,0.69,24.5,18.4,6.1,3.3,1.5,45.9,0.66,7.25,0.09,6.4,11.0,7.4,1.7,1.8,72.81,0.15,15.58,1.32,0.34,2.45,4.87,0,1598
47.97,16.31,12.18,10.21,101.0,11750.0,14.0,14.0,17.0,32.0,4.2,1.98,53.5,39.2,21.7,9.5,1.2,3.2,0.86,7.17,1.04,3.9,8.4,5.7,2.1,2.3,47.98,1.96,16.31,12.18,7.17,10.21,3.0,1,2758
40.7,13.11,14.18,10.16,99.42,14268.0,23.0,94.0,87.0,173.0,11.4,1.28,281.9,214.6,58.2,6.1,0.9,2.01,1.08,73.59,4.13,7.7,68.28,46.03,8.87,9.5,41.4,2.42,13.33,14.42,8.94,10.33,5.72,2,1431
50.37,14.27,10.81,9.39,99.67,13789.0,26.0,20.0,19.0,41.0,5.3,4.66,61.6,51.1,27.3,22.3,1.0,4.8,1.04,4.25,0.78,3.6,4.1,2.8,1.1,1.2,51.14,2.34,14.49,10.98,5.97,9.53,3.83,1,2268
54.5,17.15,2.26,5.15,89.98,3717.0,69.0,26.0,32.0,65.0,6.7,4.88,104.2,79.8,34.3,23.3,1.3,10.3,0.79,5.23,0.37,4.8,6.6,4.5,1.4,1.5,60.57,0.69,19.06,2.51,3.87,5.72,5.33,1,1173
49.28,17.34,7.28,12.68,99.65,5935.0,7.0,5.0,6.0,15.0,2.9,2.02,19.7,18.2,15.0,9.7,1.3,2.36,0.77,2.33,0.68,2.1,3.0,2.0,1.45,1.55,50.14,1.01,17.64,7.41,7.53,12.9,2.75,1,743
67.5,14.9,5.1,4.39,100.05,3897.0,19.0,9.0,10.0,26.0,5.3,4.83,33.5,32.2,27.4,23.1,1.2,3.5,0.83,1.78,0.46,1.9,2.2,1.5,1.1,1.2,67.47,0.65,14.89,5.1,1.43,4.39,4.45,1,2893
64.41,16.11,4.56,4.43,99.79,2998.0,80.0,5.0,21.0,36.0,2.3,1.04,66.5,43.9,11.5,5.0,4.6,35.5,0.22,4.33,0.06,9.2,19.8,13.4,2.2,2.3,65.13,0.51,16.29,4.61,2.37,4.48,3.7,0,1539
53.8,17.1,9.0,7.2,99.97,6175.0,136.0,28.0,41.0,79.0,6.9,2.61,132.6,98.1,35.4,12.5,1.5,19.61,0.68,10.65,0.21,5.9,15.7,10.6,2.65,2.84,54.09,1.04,17.19,9.05,4.39,7.24,3.2,1,712
46.9,17.0,9.99,10.5,99.79,5995.0,11.0,7.0,12.0,27.0,3.2,1.8,38.7,33.2,16.4,8.6,1.7,3.44,0.58,3.89,0.64,3.8,6.7,4.5,1.78,1.91,47.47,1.01,17.21,10.11,8.6,10.63,4.05,2,501
74.83,15.09,0.78,0.37,99.92,911.0,161.0,13.0,17.0,34.0,5.1,1.57,53.2,42.3,25.9,7.5,1.3,31.9,0.79,8.28,0.08,3.3,10.5,7.1,3.2,3.4,75.66,0.15,15.26,0.79,0.19,0.37,2.73,0,1779
73.87,13.4,1.7,0.97,99.88,2098.0,333.0,15.0,87.0,51.0,3.2,1.11,280.6,63.1,16.4,5.3,5.8,104.1,0.17,13.51,0.05,27.2,78.4,52.8,2.9,3.1,74.09,0.35,13.44,1.71,0.62,0.97,4.62,1,2516
58.69,18.29,5.43,6.27,100.11,2878.0,41.0,2.0,9.0,20.0,2.2,0.99,30.6,24.6,11.3,4.7,4.2,18.37,0.24,2.3,0.06,4.3,9.6,6.5,2.23,2.39,60.22,0.49,18.77,5.57,2.77,6.43,4.11,0,355
70.8,17.2,0.9,2.0,99.96,2098.0,154.0,17.0,30.0,64.0,3.4,0.5,97.1,79.5,17.4,2.4,1.7,45.3,0.57,34.6,0.11,8.9,60.2,40.6,6.8,7.3,70.83,0.35,17.21,0.9,0.63,2.0,4.08,0,1212
65.1,14.3,5.04,4.19,100.96,4077.0,143.0,14.0,27.0,56.0,5.9,3.47,88.4,69.2,30.5,16.6,2.0,24.1,0.5,3.92,0.1,4.6,7.9,5.3,1.7,1.8,66.8,0.7,14.67,5.17,0.22,4.3,2.86,1,2449
43.5,12.7,10.0,12.3,99.63,9532.0,29.0,39.0,108.0,201.0,11.4,1.7,348.4,248.8,58.5,8.1,2.8,2.5,0.36,22.94,1.37,9.5,63.5,42.8,6.7,7.2,44.84,1.64,13.09,10.31,12.27,12.68,3.09,2,1275
51.77,16.51,9.11,9.03,100.33,6834.0,77.0,18.0,34.0,63.0,6.2,2.46,110.1,78.3,31.6,11.8,1.9,12.5,0.52,7.23,0.23,5.5,13.9,9.4,2.5,2.7,52.16,1.15,16.63,9.18,5.21,9.1,2.96,1,1806
68.15,15.06,2.19,2.39,99.87,2158.0,100.0,23.0,36.0,70.0,3.2,0.96,116.1,86.3,16.2,4.6,1.6,31.75,0.64,24.01,0.23,11.4,37.6,25.3,3.29,3.52,69.84,0.37,15.43,2.24,0.92,2.45,4.81,2,240
68.08,17.34,2.09,4.71,101.79,1619.0,45.0,22.0,28.0,50.0,3.4,1.37,88.7,61.3,17.3,6.6,1.2,13.3,0.81,16.2,0.49,8.2,20.1,13.5,2.5,2.6,68.09,0.27,17.34,2.09,0.93,4.71,4.51,0,1192
68.2,14.2,4.42,0.52,100.4,2278.0,166.0,12.0,18.0,38.0,3.6,2.45,58.7,47.2,18.3,11.7,1.6,46.6,0.64,4.73,0.07,5.1,7.4,5.0,1.5,1.6,69.59,0.39,14.49,4.51,0.08,0.53,3.2,1,2438
63.24,15.45,4.31,5.12,99.95,2758.0,81.0,14.0,29.0,55.0,3.3,1.02,92.6,68.1,16.9,4.9,2.0,24.7,0.49,13.82,0.17,8.7,28.1,19.0,3.2,3.5,65.51,0.48,16.01,4.46,1.84,5.3,2.58,0,1909
54.12,17.21,9.52,7.89,101.49,5851.0,55.0,6.0,17.0,34.0,4.0,2.21,53.5,42.0,20.5,10.6,3.0,13.84,0.34,2.52,0.1,4.2,7.5,5.1,1.81,1.94,54.27,0.98,17.26,9.55,3.97,7.91,3.19,0,290
59.5,17.05,6.1,1.87,98.29,5515.0,66.0,13.0,41.0,76.0,4.4,1.79,131.6,94.3,22.4,8.6,3.2,15.17,0.32,7.21,0.19,9.3,22.8,15.4,2.44,2.62,62.8,0.97,18.0,6.44,3.62,1.97,3.55,0,54
47.2,13.5,9.83,12.16,99.78,5336.0,52.0,9.0,41.0,77.0,7.2,1.85,131.9,94.7,37.1,8.9,4.4,7.2,0.23,4.97,0.18,5.7,22.1,14.9,3.9,4.2,48.06,0.91,13.74,10.01,11.33,12.38,2.05,1,1355
58.0,16.9,5.67,6.17,98.39,5396.0,69.0,16.0,36.0,70.0,5.3,1.48,114.8,86.9,27.2,7.1,2.3,13.0,0.44,10.47,0.22,6.7,24.1,16.2,3.6,3.8,59.54,0.92,17.35,5.82,3.5,6.33,3.9,0,1147
48.35,16.42,5.23,19.08,99.83,6295.0,2.0,2.0,3.0,8.0,2.0,1.02,10.4,10.1,10.3,4.9,1.9,0.9,0.54,1.69,0.99,1.6,3.1,2.1,2.0,2.1,48.9,1.06,16.61,5.29,7.34,19.3,1.23,1,1678
52.0,15.8,7.37,9.35,99.51,5785.18,28.0,10.0,27.0,55.0,5.0,1.43,85.8,67.5,25.6,6.8,2.6,5.69,0.39,7.27,0.37,5.33,18.6,12.54,3.49,3.74,53.25,0.99,16.18,7.55,6.16,9.57,4.02,2,2936
63.4,16.7,4.64,5.24,99.81,3717.0,98.0,12.0,30.0,57.0,4.2,1.57,95.2,70.9,21.3,7.5,2.4,23.4,0.42,7.83,0.13,7.1,18.8,12.7,2.6,2.8,63.75,0.62,16.79,4.67,2.4,5.27,3.8,0,1148
49.8,17.3,7.93,9.62,97.06,5875.0,33.0,14.0,36.0,71.0,6.2,1.93,115.5,88.0,31.7,9.2,2.6,5.4,0.39,7.25,0.42,5.8,18.5,12.5,3.2,3.4,51.79,1.02,17.99,8.25,5.92,10.0,3.27,0,1157
45.2,14.2,10.2,9.8,98.71,12290.0,31.0,29.0,47.0,94.0,7.6,1.9,151.9,116.6,39.0,9.1,1.6,4.08,0.62,15.26,0.94,6.2,24.8,16.7,4.0,4.29,46.72,2.12,14.68,10.54,8.19,10.13,2.69,0,949
69.73,15.87,1.91,2.41,99.37,1499.0,61.0,11.0,19.0,33.0,1.9,0.58,60.3,40.6,9.9,2.8,1.7,31.2,0.6,19.48,0.19,9.6,32.2,21.7,3.3,3.6,70.92,0.25,16.14,1.94,0.62,2.45,4.39,0,1597
52.97,16.46,7.37,7.0,98.45,7794.0,53.0,23.0,77.0,160.0,9.5,2.3,248.4,198.0,48.7,11.0,3.3,5.58,0.3,10.0,0.43,8.1,33.5,22.6,4.13,4.43,54.41,1.34,16.91,7.57,3.75,7.19,4.51,2,529
60.61,16.36,5.96,5.85,98.71,3818.0,54.0,6.0,18.0,35.0,3.9,2.72,56.5,43.7,20.1,13.0,2.7,13.7,0.37,2.37,0.12,4.5,6.4,4.3,1.4,1.5,61.7,0.65,16.66,6.07,2.87,5.96,3.44,1,2306
64.49,16.83,5.91,1.2,100.46,3597.0,57.0,13.0,26.0,49.0,3.8,0.89,83.9,60.6,19.6,4.3,2.0,14.9,0.5,14.61,0.23,6.8,29.2,19.7,4.3,4.6,65.12,0.61,16.99,5.97,1.66,1.21,6.21,0,1625
55.65,17.03,7.08,6.67,98.75,3657.0,34.0,3.0,7.0,17.0,2.5,1.66,24.0,20.4,12.9,7.9,2.9,13.5,0.34,1.54,0.08,2.9,4.5,3.0,1.5,1.6,58.22,0.64,17.82,7.41,4.06,6.98,3.24,0,2598
59.39,16.4,6.37,4.81,98.01,4316.0,136.0,16.0,30.0,52.0,4.6,2.4,95.2,64.4,23.6,11.5,1.8,29.46,0.54,6.67,0.12,6.4,12.3,8.3,1.92,2.05,60.6,0.73,16.73,6.5,2.56,4.91,3.29,1,22
56.8,15.1,11.78,5.13,100.09,7734.0,89.0,11.0,25.0,52.0,6.4,3.59,80.3,64.7,32.7,17.2,2.3,13.9,0.43,3.01,0.12,3.9,6.9,4.7,1.8,1.9,57.55,1.31,15.3,11.94,1.55,5.2,3.28,1,2453
61.13,13.95,7.47,6.0,99.91,4137.0,20.0,69.0,71.0,161.0,13.7,3.55,230.0,199.3,70.3,17.0,1.0,1.4,0.97,19.44,3.54,5.2,20.1,13.5,3.9,4.1,62.4,0.7,14.24,7.62,2.94,6.12,4.2,1,2820
70.0,14.75,2.3,1.1,99.49,2518.0,335.0,19.0,64.0,41.0,5.1,1.51,206.5,50.7,26.2,7.2,3.4,65.7,0.3,12.58,0.06,12.5,42.4,28.6,3.4,3.6,70.49,0.42,14.85,2.32,0.91,1.11,3.21,1,2512
63.7,14.95,4.46,3.61,97.71,2878.0,123.0,15.0,31.0,56.0,4.1,2.22,101.0,69.7,21.0,10.6,2.1,29.88,0.47,6.62,0.12,7.6,14.1,9.5,1.85,1.98,66.56,0.5,15.62,4.66,1.5,3.77,3.25,1,698
59.35,17.28,5.41,5.49,99.68,5276.0,85.0,24.0,52.0,107.0,6.3,1.64,166.8,132.4,32.1,7.8,2.2,13.6,0.46,14.63,0.28,8.3,31.5,21.3,3.81,4.08,59.73,0.89,17.39,5.45,2.65,5.53,4.98,2,237
57.41,17.86,6.24,5.12,99.27,4436.0,119.0,28.0,63.0,124.0,6.9,1.73,201.9,153.5,35.3,8.3,2.2,17.3,0.45,16.24,0.24,9.1,36.2,24.4,4.0,4.3,58.18,0.75,18.1,6.32,1.96,5.19,3.47,0,1668
63.8,15.4,3.5,4.12,97.95,4316.0,16.0,14.0,34.0,68.0,5.4,2.43,110.0,83.5,27.6,11.6,2.4,2.9,0.42,5.84,0.9,6.3,14.0,9.5,2.2,2.4,67.0,0.76,16.17,3.68,1.62,4.33,5.66,1,2527
60.95,16.1,4.7,4.09,96.82,3717.0,61.0,20.0,41.0,61.0,2.9,1.8,132.3,75.5,14.9,8.6,2.1,21.0,0.49,11.11,0.33,14.1,22.8,15.4,1.6,1.7,62.95,0.64,16.63,4.85,2.03,4.22,5.64,0,2242
73.11,13.2,3.53,2.06,99.7,1019.0,60.0,3.0,11.0,19.0,1.2,0.93,36.1,23.8,6.4,4.4,3.2,48.1,0.31,3.72,0.06,9.0,12.0,8.1,1.3,1.4,73.62,0.17,13.29,3.55,0.41,2.07,3.61,0,1494
61.05,18.35,4.76,5.5,99.39,3357.0,109.0,12.0,27.0,51.0,4.9,2.6,85.8,63.1,25.1,12.4,2.3,22.24,0.44,4.46,0.11,5.4,10.2,6.9,1.88,2.02,61.42,0.56,18.46,4.79,1.55,5.53,3.55,1,110
50.65,17.16,12.5,7.19,102.49,8213.0,60.0,19.0,17.0,38.0,5.7,2.74,53.5,46.5,29.1,13.1,0.9,10.62,1.15,6.95,0.32,2.9,6.1,4.1,2.07,2.22,50.25,1.36,17.03,12.4,5.0,7.13,4.22,0,1013
66.91,15.24,2.87,4.06,99.79,2398.0,64.0,6.0,24.0,46.0,3.6,0.83,77.8,57.2,18.2,4.0,4.3,17.9,0.23,6.75,0.09,6.8,29.1,19.6,4.28,4.58,68.5,0.41,15.6,2.94,1.14,4.16,4.58,0,344
62.19,15.93,6.22,5.68,99.48,3357.0,40.0,4.0,10.0,25.0,4.2,3.05,33.5,30.9,21.7,14.6,2.6,9.5,0.38,1.3,0.1,2.5,3.4,2.3,1.4,1.5,63.08,0.57,16.16,6.31,2.4,5.76,3.5,0,1497
71.83,15.27,1.32,2.2,99.32,1079.0,61.0,11.0,18.0,33.0,2.2,0.76,58.1,40.3,11.5,3.6,1.7,27.4,0.58,13.82,0.17,8.0,23.7,16.0,2.9,3.2,73.1,0.18,15.54,1.34,0.31,2.24,4.45,0,1599
41.28,13.31,14.2,10.02,99.37,14328.0,24.0,90.0,80.0,160.0,10.7,1.25,256.8,197.9,55.1,6.0,0.9,2.2,1.14,72.32,3.83,7.41,63.68,42.93,8.59,9.21,41.88,2.42,13.5,14.41,8.66,10.17,5.17,2,1429
70.99,14.15,2.46,3.14,99.62,857.0,61.0,5.0,27.0,35.0,2.5,0.46,88.1,43.3,12.6,2.2,5.5,24.9,0.18,10.87,0.08,11.1,59.3,40.0,5.33,5.71,71.6,0.14,14.27,2.48,1.6,3.17,4.28,0,131
53.2,16.1,7.33,8.78,99.1,5959.03,31.0,12.0,28.0,57.0,5.2,1.48,91.6,70.4,26.5,7.1,2.4,5.93,0.41,7.84,0.38,5.5,19.19,12.94,3.49,3.74,54.38,1.02,16.46,7.49,5.39,8.97,3.9,2,2934
60.67,15.74,6.66,7.87,100.0,4556.0,56.0,9.0,15.0,32.0,3.6,2.07,49.1,39.2,18.7,9.9,1.7,15.5,0.6,4.42,0.16,4.2,7.3,5.0,1.8,1.9,60.68,0.76,15.74,6.66,1.65,7.87,3.79,1,2546
64.69,16.55,3.58,4.0,99.46,2818.0,51.0,12.0,65.0,126.0,6.9,1.03,208.7,155.6,35.4,4.9,5.3,7.3,0.19,11.94,0.24,9.4,62.8,42.3,6.7,7.2,65.24,0.47,16.69,3.61,1.17,4.03,5.97,0,2340
50.87,18.66,8.63,8.1,99.99,5455.0,64.0,7.0,18.0,35.0,4.5,1.91,58.8,43.6,22.9,9.1,2.7,14.4,0.38,3.6,0.11,4.1,9.5,6.4,2.3,2.5,51.76,0.93,18.98,8.78,4.61,8.24,3.45,1,1950
36.29,8.99,10.13,16.71,100.69,14106.24,35.0,63.0,294.0,550.0,27.6,1.7,948.39,680.69,141.54,8.13,4.67,1.27,0.21,37.06,1.8,10.65,172.94,116.6,16.24,17.4,38.75,2.51,9.6,10.82,13.78,17.84,2.41,2,3011
64.56,15.77,5.41,4.23,99.72,2938.0,60.0,7.0,27.0,51.0,3.1,0.5,86.8,63.6,15.9,2.4,3.7,19.35,0.27,14.6,0.12,8.7,53.8,36.3,6.2,6.65,65.6,0.5,16.02,5.5,1.38,4.3,4.14,2,796
59.5,18.13,5.5,7.03,99.51,3957.0,23.0,7.0,21.0,38.0,3.4,2.0,67.7,47.0,17.4,9.6,2.9,6.8,0.34,3.6,0.31,6.2,10.5,7.1,1.7,1.8,60.34,0.67,18.39,5.58,2.39,7.13,4.16,0,1418
44.75,13.68,9.57,11.45,100.36,7493.75,37.0,24.0,48.0,97.0,6.4,1.98,155.5,120.2,32.7,9.5,2.0,5.82,0.5,12.12,0.65,7.55,24.34,16.41,3.22,3.45,45.82,1.28,14.01,9.8,11.72,11.72,3.11,2,2674
54.72,17.95,9.99,6.66,101.15,4376.0,38.0,6.0,22.0,42.0,7.2,4.23,72.3,52.1,36.7,20.2,3.6,5.33,0.28,1.49,0.17,3.1,5.3,3.6,1.69,1.81,54.32,0.72,17.82,9.92,2.46,6.61,6.42,0,286
56.99,17.55,7.2,8.21,100.12,5755.0,22.0,6.0,10.0,21.0,3.7,2.86,31.9,26.5,19.1,13.7,1.7,5.8,0.61,2.09,0.28,2.6,3.5,2.3,1.3,1.4,57.56,0.97,17.73,7.27,2.59,8.29,4.23,1,2414
59.3,15.32,5.07,4.47,99.85,6534.55,125.0,62.0,100.0,174.0,7.9,1.0,323.9,215.2,40.5,4.8,1.6,15.82,0.62,62.0,0.5,12.71,100.4,67.69,7.9,8.47,60.62,1.11,15.66,5.18,2.79,4.57,4.85,2,2939
48.74,12.13,9.17,11.81,91.79,7194.0,65.0,39.0,88.0,157.0,16.0,2.67,283.5,194.3,82.1,12.8,2.3,4.07,0.44,14.61,0.6,5.5,32.9,22.2,6.0,6.43,53.1,1.31,13.22,9.99,1.09,12.87,1.23,0,171
57.48,17.07,4.01,4.63,99.74,4107.0,16.0,8.0,24.0,50.0,4.8,2.53,78.4,61.5,24.6,12.1,3.1,3.3,0.32,3.05,0.48,5.1,9.6,6.5,1.9,2.0,58.72,0.7,17.44,4.1,6.38,4.73,6.94,1,2557
56.6,19.9,3.67,3.73,98.26,3477.0,175.0,17.0,41.0,73.0,5.3,2.2,132.9,90.2,27.3,10.5,2.5,32.7,0.4,7.55,0.1,7.7,18.7,12.6,2.4,2.6,58.1,0.6,20.43,3.77,1.07,3.83,5.0,0,2381
